Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784267833,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784267834,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784267835,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784267836,10,,Aggregated,0.000000,0.000000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2,2,2088.1351999996696,2087.069500000325,2086.003800000981,2088.1351999996696,0.0
1784267837,10,,Aggregated,0.000000,0.000000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,5,2,2100,2089.6117199998116,2085.7220999987476,2101.556300000084,0.0
1784267838,10,,Aggregated,0.000000,0.000000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,5,2,2100,2089.6117199998116,2085.7220999987476,2101.556300000084,0.0
1784267839,10,,Aggregated,0.666667,0.666667,2000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,11,2,2000,1879.63861818174,2.7140000001963926,2101.556300000084,0.0
1784267840,10,,Aggregated,1.000000,0.400000,2000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,13,2,2000,1591.2864999999538,2.7140000001963926,2101.556300000084,0.0
1784267841,10,,Aggregated,1.000000,0.400000,2000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,13,2,2000,1591.2864999999538,2.7140000001963926,2101.556300000084,0.0
1784267842,10,,Aggregated,1.714286,0.285714,2000,2000,2100,2100,2100,2100,2100,2100,2100,2100,2100,19,2,2000,1090.9239157893019,2.7140000001963926,2101.556300000084,0.0
1784267843,10,,Aggregated,1.714286,0.285714,15,2000,2000,2100,2100,2100,2100,2100,2100,2100,2100,22,2,9,942.6939363634533,2.7140000001963926,2101.556300000084,0.0
1784267844,10,,Aggregated,1.625000,0.250000,9,2000,2000,2100,2100,2100,2100,2100,2100,2100,2100,23,2,9,901.8991434781049,2.7140000001963926,2101.556300000084,0.0
1784267845,10,,Aggregated,1.888889,0.222222,9,2000,2000,2100,2100,2100,2100,2100,2100,2100,2100,24,2,7,864.492879166543,2.7140000001963926,2101.556300000084,0.0
1784267846,10,,Aggregated,2.300000,0.200000,4,2000,2000,2000,2100,2100,2100,2100,2100,2100,2100,29,2,4,716.048972413836,2.6066000009450363,2101.556300000084,0.0
1784267847,10,,Aggregated,2.400000,0.200000,6,15,2000,2000,2100,2100,2100,2100,2100,2100,2100,32,2,5,649.7065437499714,2.6066000009450363,2101.556300000084,0.0
1784267848,10,,Aggregated,2.400000,0.200000,6,15,2000,2000,2100,2100,2100,2100,2100,2100,2100,32,2,5,649.7065437499714,2.6066000009450363,2101.556300000084,0.0
1784267849,10,,Aggregated,2.400000,0.200000,6,15,2000,2000,2100,2100,2100,2100,2100,2100,2100,32,2,5,649.7065437499714,2.6066000009450363,2101.556300000084,0.0
1784267850,10,,Aggregated,2.400000,0.200000,6,15,2000,2000,2100,2100,2100,2100,2100,2100,2100,32,2,5,649.7065437499714,2.6066000009450363,2101.556300000084,0.0
1784267851,10,,Aggregated,2.400000,0.200000,6,15,2000,2000,2100,2100,2100,2100,2100,2100,2100,32,2,5,649.7065437499714,2.6066000009450363,2101.556300000084,0.0
1784267852,10,,Aggregated,2.400000,0.200000,6,15,2000,2000,2100,2100,2100,2100,2100,2100,2100,32,2,5,649.7065437499714,2.6066000009450363,2101.556300000084,0.0
