Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784267627,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784267628,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784267629,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784267630,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784267631,10,,Aggregated,0.000000,0.000000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,3,3,2075.881999999183,2075.3383333327897,2074.8580999988917,2075.881999999183,0.0
1784267632,10,,Aggregated,0.000000,0.000000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,8,8,2090.830700000879,2065.383587500037,2041.220199998861,2090.830700000879,0.0
1784267633,10,,Aggregated,0.000000,0.000000,2000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,13,13,2000,1586.5725538464735,3.234000001612003,2090.830700000879,0.0
1784267634,10,,Aggregated,0.250000,0.250000,2000,2000,2100,2100,2100,2100,2100,2100,2100,2100,2100,16,16,2000,1297.782162500198,3.1506999985140283,2090.830700000879,0.0
1784267635,10,,Aggregated,2.166667,2.166667,61,2000,2000,2100,2100,2100,2100,2100,2100,2100,2100,23,23,61,904.4266086957973,3.1506999985140283,2090.830700000879,0.0
1784267636,10,,Aggregated,2.166667,2.166667,10,2000,2000,2000,2100,2100,2100,2100,2100,2100,2100,26,26,8,800.4372115385474,2.880299998651026,2090.830700000879,0.0
